hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,random_noise
Resort Hotel,0.0,0.0,2016.0,April,16.0,13.0,0.0,1.0,2.0,0.0,0.0,BB,ESP,Direct,TA/TO,1.0,0.0,1.0,A,G,0.0,No Deposit,,,0.0,Transient,55.0,0.0,1.0,Check-Out,2016-04-14,Craig Cooper,CraigCooper@att.com,449-601-0121,************8915,-0.1686564817210886
City Hotel,0.0,130.0,2017.0,April,16.0,22.0,2.0,2.0,2.0,0.0,0.0,SC,USA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,138.0,,0.0,Transient,89.0,0.0,1.0,Check-Out,2017-04-26,Nicole Jordan,NicoleJordan@hotmail.com,341-696-2646,************3381,-0.1265469837917041
Resort Hotel,0.0,3.0,2016.0,January,3.0,15.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,0.0,1.0,A,D,0.0,No Deposit,,291.0,0.0,Transient,30.0,0.0,0.0,Check-Out,2016-01-16,Taylor Martinez,Taylor.M@verizon.com,120-016-8656,************8067,-1.767842619987803
City Hotel,1.0,174.0,2017.0,April,14.0,4.0,0.0,1.0,3.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,149.4,0.0,0.0,Canceled,2017-03-29,Cassandra Harris,Harris_Cassandra@comcast.net,776-962-3996,************9143,1.8274626488065595
City Hotel,0.0,36.0,2016.0,September,40.0,28.0,0.0,3.0,1.0,0.0,0.0,BB,DEU,Groups,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,21.0,,0.0,Transient-Party,76.0,0.0,0.0,Check-Out,2016-10-01,Stephen Owens,Stephen_Owens@hotmail.com,444-281-9242,************4475,-0.0442239573658548
City Hotel,1.0,241.0,2017.0,March,10.0,9.0,0.0,3.0,1.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,84.6,0.0,0.0,Canceled,2016-11-21,Kimberly Russell,Kimberly.Russell94@yandex.com,582-299-1733,************2756,-1.9254717438028397
Resort Hotel,0.0,16.0,2015.0,July,29.0,15.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,,,0.0,Transient,106.5,0.0,0.0,Check-Out,2015-07-18,Joseph Malone,JosephMalone@hotmail.com,271-169-2303,************4416,-0.6503244848790058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8901788817557205
City Hotel,1.0,279.0,2016.0,October,42.0,12.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,98.0,,0.0,Transient,110.0,0.0,0.0,Canceled,2016-05-05,Danielle Wong,Wong_Danielle32@comcast.net,219-248-6050,************5032,1.181586950214829
City Hotel,0.0,41.0,2017.0,June,24.0,14.0,0.0,4.0,2.0,0.0,0.0,HB,CHE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,142.88,0.0,1.0,Check-Out,2017-06-18,Darius Ford,Darius_Ford@outlook.com,106-870-7769,************4990,0.9613265858450164
City Hotel,0.0,155.0,2016.0,August,33.0,9.0,0.0,4.0,3.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,7.0,,0.0,Transient,115.68,0.0,1.0,Check-Out,2016-08-13,Jessica Morrison,Jessica.M25@comcast.net,299-260-4634,************5928,0.7703894566401143
Resort Hotel,0.0,112.0,2016.0,August,33.0,8.0,1.0,5.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,199.0,0.0,1.0,Check-Out,2016-08-14,Tiffany Young MD,Tiffany_M38@gmail.com,704-272-8879,************5853,1.8215650839181103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.776695052240186
City Hotel,0.0,77.0,2016.0,April,16.0,16.0,2.0,2.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient-Party,95.2,0.0,1.0,Check-Out,2016-04-20,Dr. Jennifer Reed,Dr.Reed95@verizon.com,989-862-4511,************4271,-0.4627257735038164
City Hotel,1.0,65.0,2015.0,September,36.0,5.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,62.0,0.0,0.0,Canceled,2015-07-25,Robert Davis,RobertDavis46@att.com,933-969-7005,************4663,0.6785262076033151
Resort Hotel,0.0,13.0,2016.0,October,45.0,30.0,2.0,1.0,2.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,70.0,0.0,2.0,Check-Out,2016-11-02,Ariana Miller,ArianaMiller@mail.com,404-785-7388,************7197,0.8706092384507326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0198672239187887
City Hotel,1.0,210.0,2016.0,July,29.0,15.0,2.0,2.0,2.0,0.0,0.0,HB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,96.0,0.0,0.0,Canceled,2016-03-16,Michelle Johnson,Michelle.J86@yahoo.com,476-053-7857,************9480,1.302242922539273
City Hotel,1.0,170.0,2017.0,April,17.0,27.0,0.0,3.0,2.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,130.5,0.0,0.0,Canceled,2016-11-08,Joe Schneider,Joe_Schneider@yandex.com,204-050-7913,************3416,0.354049636850362
City Hotel,0.0,1.0,2016.0,March,10.0,1.0,0.0,5.0,2.0,1.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,9.0,,0.0,Transient,128.0,1.0,2.0,Check-Out,2016-03-06,Brooke Campbell,Campbell.Brooke@comcast.net,712-676-7149,************5104,1.0918503446562002
City Hotel,0.0,57.0,2016.0,December,50.0,5.0,1.0,3.0,2.0,0.0,0.0,SC,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,74.8,0.0,1.0,Check-Out,2016-12-09,Natalie Love,Natalie_Love52@zoho.com,970-332-5973,************3235,1.9391167900619648
City Hotel,0.0,32.0,2015.0,November,47.0,20.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,119.0,,0.0,Transient-Party,73.0,0.0,0.0,Check-Out,2015-11-22,Hannah Ramirez,Hannah_R@verizon.com,248-291-6827,************8630,-0.2110978202489806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013278742882492
City Hotel,1.0,423.0,2017.0,July,29.0,22.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,80.0,0.0,0.0,Canceled,2017-07-04,Spencer Jones,Jones_Spencer@gmail.com,164-201-9430,************8836,0.8068740994905353
City Hotel,1.0,143.0,2017.0,May,18.0,4.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,151.0,,0.0,Transient,100.0,0.0,0.0,Canceled,2016-12-12,Michael Conrad,Conrad.Michael@protonmail.com,686-788-2702,************7120,-0.2061714160882354
City Hotel,0.0,173.0,2017.0,July,29.0,18.0,0.0,3.0,2.0,0.0,0.0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,89.1,0.0,1.0,Check-Out,2017-07-21,James Randall,JRandall97@yahoo.com,857-738-7743,************3186,-0.5924711194239215
City Hotel,0.0,270.0,2016.0,April,17.0,20.0,0.0,4.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,21.0,,187.0,Transient-Party,80.0,0.0,0.0,Check-Out,2016-04-24,Sarah Hebert,Hebert.Sarah33@comcast.net,444-989-5003,************6648,-1.5933485526156956
Resort Hotel,0.0,8.0,2016.0,October,41.0,6.0,1.0,3.0,2.0,0.0,0.0,BB,ESP,Groups,Corporate,0.0,0.0,0.0,A,A,1.0,No Deposit,,405.0,0.0,Transient-Party,50.0,0.0,0.0,Check-Out,2016-10-10,Jackie Jones,Jackie.J12@hotmail.com,487-889-6617,************5055,1.8529994299713812
Resort Hotel,1.0,1.0,2015.0,October,43.0,21.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,146.0,,0.0,Transient,37.0,0.0,0.0,Canceled,2015-10-20,Cameron Hendricks,Cameron_H@protonmail.com,261-475-3233,************2185,-0.7459925917870089
Resort Hotel,1.0,54.0,2017.0,August,35.0,28.0,1.0,5.0,2.0,0.0,0.0,HB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,215.33,0.0,1.0,Canceled,2017-07-07,Jacqueline Rivera,Rivera.Jacqueline64@zoho.com,574-341-9332,************6826,-0.3515700807366301
City Hotel,0.0,68.0,2016.0,April,18.0,26.0,0.0,2.0,1.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient-Party,118.8,0.0,1.0,Check-Out,2016-04-28,Henry Hensley,Henry.H@outlook.com,744-874-0403,************3690,0.7737123300796619
City Hotel,0.0,265.0,2016.0,April,17.0,20.0,0.0,4.0,2.0,0.0,0.0,BB,AUT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,30.0,,176.0,Transient-Party,99.0,0.0,0.0,Check-Out,2016-04-24,Erin Smith,Erin_S@mail.com,634-541-8839,************5296,0.8914984572173246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8385233257717164
City Hotel,0.0,6.0,2016.0,September,36.0,2.0,2.0,3.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,97.79,0.0,1.0,Check-Out,2016-09-07,Tracy Edwards,Tracy_Edwards79@att.com,418-867-8921,************2899,0.0293835103641503
City Hotel,0.0,72.0,2017.0,March,13.0,27.0,2.0,5.0,2.0,0.0,0.0,BB,ITA,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,14.0,,0.0,Transient,109.16,0.0,0.0,Check-Out,2017-04-03,Courtney Turner,CourtneyTurner33@hotmail.com,673-515-5428,************2468,-1.7698405186260011
City Hotel,0.0,26.0,2017.0,April,14.0,5.0,1.0,4.0,2.0,0.0,0.0,SC,CHE,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,135.0,0.0,3.0,Check-Out,2017-04-10,Suzanne Evans,Evans.Suzanne70@yandex.com,657-607-9054,************8320,0.888816360578976
City Hotel,1.0,95.0,2016.0,November,48.0,20.0,2.0,0.0,1.0,0.0,0.0,BB,HUN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,90.0,0.0,2.0,Canceled,2016-09-21,Maria Schwartz,Maria_Schwartz@comcast.net,429-414-3394,************3098,-1.03112842796681
City Hotel,0.0,83.0,2016.0,October,42.0,13.0,1.0,3.0,1.0,0.0,0.0,BB,GBR,Direct,Direct,0.0,0.0,0.0,E,E,0.0,No Deposit,14.0,,0.0,Transient,152.78,0.0,0.0,Check-Out,2016-10-17,Susan Barrera,Susan_Barrera@zoho.com,980-337-3975,************2235,-0.370692704358859
City Hotel,0.0,278.0,2017.0,August,33.0,13.0,2.0,2.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,89.1,0.0,1.0,Check-Out,2017-08-17,Dana Hanson,Dana_H@yahoo.com,132-386-0732,************2988,0.3010425557307111
City Hotel,1.0,1.0,2016.0,February,7.0,11.0,0.0,3.0,0.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,B,B,0.0,No Deposit,9.0,,0.0,Transient,0.0,0.0,1.0,No-Show,2016-02-11,Melanie Walker,Melanie_Walker@xfinity.com,563-832-7440,************9913,-0.0517790948662456
City Hotel,1.0,76.0,2017.0,February,7.0,17.0,4.0,10.0,2.0,2.0,0.0,BB,AGO,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,9.0,,0.0,Transient,151.85,0.0,0.0,Canceled,2016-12-03,Emma Hughes,Hughes.Emma@aol.com,227-732-9170,************1471,-0.7840364023801912
City Hotel,1.0,300.0,2015.0,August,33.0,13.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,1.0,1.0,0.0,A,A,0.0,No Deposit,1.0,,0.0,Transient-Party,62.8,0.0,0.0,Canceled,2014-10-17,Joanne Benjamin,JBenjamin@aol.com,160-299-7307,************9418,-0.219736580091145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1732181853238155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.004510975336498
City Hotel,1.0,95.0,2017.0,April,14.0,5.0,2.0,5.0,2.0,0.0,0.0,HB,ITA,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,14.0,,0.0,Transient,134.25,0.0,0.0,Canceled,2017-03-13,Mark Buchanan,MarkBuchanan31@hotmail.com,879-487-1478,************8818,1.1831591970487332
City Hotel,0.0,0.0,2017.0,August,34.0,23.0,0.0,2.0,1.0,0.0,0.0,BB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,3.0,No Deposit,98.0,,0.0,Transient-Party,115.0,0.0,0.0,Check-Out,2017-08-25,Amber Waters,AmberWaters@hotmail.com,550-987-2898,************9784,0.5700994352538957
City Hotel,1.0,124.0,2017.0,March,12.0,25.0,2.0,4.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,91.8,0.0,0.0,Canceled,2016-11-21,Samuel Moss,Samuel_Moss@yahoo.com,679-265-1721,************2647,-2.552410670211887
City Hotel,0.0,7.0,2017.0,February,5.0,2.0,0.0,3.0,1.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,98.0,0.0,1.0,Check-Out,2017-02-05,Jason Hahn,Jason_Hahn@gmail.com,389-715-4945,************8437,0.749106455919208
City Hotel,1.0,109.0,2016.0,October,44.0,28.0,0.0,2.0,2.0,0.0,0.0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,104.4,0.0,0.0,Canceled,2016-08-02,Christine Vazquez,ChristineVazquez@comcast.net,552-936-9344,************4457,1.3061623101914146
City Hotel,1.0,3.0,2017.0,March,11.0,16.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,118.0,0.0,0.0,Canceled,2017-03-13,Christine Schroeder,ChristineSchroeder@gmail.com,132-127-5619,************9617,1.017624307968643
City Hotel,1.0,55.0,2017.0,May,22.0,31.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,,,0.0,Transient,135.0,0.0,0.0,Canceled,2017-04-06,Daniel Cantrell,DanielCantrell@yandex.com,355-673-6423,************8485,-0.5357914595501676
City Hotel,1.0,37.0,2016.0,October,42.0,13.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,56.0,,0.0,Transient-Party,105.0,0.0,0.0,Canceled,2016-09-06,Jeanette Nguyen,JNguyen@gmail.com,697-921-0217,************8513,0.4656520482160866
Resort Hotel,0.0,72.0,2016.0,September,38.0,16.0,1.0,2.0,2.0,0.0,0.0,HB,PRT,Direct,Direct,0.0,0.0,1.0,G,G,1.0,No Deposit,250.0,,0.0,Transient,203.4,1.0,1.0,Check-Out,2016-09-19,Clinton Ortega,Clinton_Ortega@xfinity.com,705-092-1739,************7441,0.0884792829611237
Resort Hotel,0.0,0.0,2015.0,November,48.0,26.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Direct,Direct,1.0,0.0,1.0,A,D,0.0,No Deposit,,,0.0,Transient,38.0,0.0,0.0,Check-Out,2015-11-27,Thomas Taylor,TTaylor@zoho.com,137-876-2094,************3641,1.6317077138867626
Resort Hotel,0.0,54.0,2016.0,September,39.0,18.0,2.0,1.0,1.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0.0,Transient,54.67,0.0,4.0,Check-Out,2016-09-21,Brandy Merritt,Brandy_M@hotmail.com,187-266-9659,************2307,-0.0727153917536711
City Hotel,1.0,99.0,2016.0,February,8.0,19.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Corporate,Corporate,0.0,1.0,0.0,A,A,0.0,No Deposit,,67.0,0.0,Transient-Party,80.0,0.0,0.0,Canceled,2015-12-22,Daniel Morton,Daniel_M@yahoo.com,760-833-2984,************4282,0.3327361051116361
City Hotel,0.0,320.0,2016.0,August,34.0,18.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,115.0,0.0,1.0,Check-Out,2016-08-20,Shawn Rosario,Shawn_Rosario@gmail.com,624-180-5124,************1062,1.497097971512572
City Hotel,0.0,39.0,2015.0,August,33.0,14.0,0.0,2.0,2.0,0.0,0.0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,6.0,,0.0,Transient-Party,109.0,0.0,0.0,Check-Out,2015-08-16,Kimberly Howard,Howard_Kimberly@gmail.com,336-316-3004,************4262,-0.5640358698865887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0907211160928212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8293514990205624
City Hotel,0.0,18.0,2016.0,September,37.0,4.0,2.0,0.0,2.0,0.0,0.0,BB,POL,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,122.5,0.0,3.0,Check-Out,2016-09-06,Angela Harris,Angela.H@aol.com,939-295-6480,************9658,-0.8805309117127088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.735806529356412
City Hotel,0.0,32.0,2017.0,June,23.0,10.0,2.0,2.0,2.0,0.0,0.0,SC,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,28.0,,0.0,Transient,89.0,0.0,0.0,Check-Out,2017-06-14,Brianna Mays,Brianna_M68@mail.com,187-510-4677,************5301,-0.908446534532954
Resort Hotel,0.0,94.0,2017.0,February,7.0,13.0,1.0,3.0,2.0,0.0,0.0,HB,GBR,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,152.0,,0.0,Transient-Party,62.0,0.0,0.0,Check-Out,2017-02-17,Kristina Wright,Wright_Kristina@outlook.com,893-569-6625,************1406,1.2549666313667
Resort Hotel,0.0,191.0,2016.0,April,17.0,22.0,1.0,2.0,2.0,0.0,0.0,Undefined,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,,,0.0,Transient-Party,85.33,0.0,0.0,Check-Out,2016-04-25,Jeanne Nunez,Nunez.Jeanne31@verizon.com,297-151-5879,************8909,0.2684984247936749
City Hotel,1.0,122.0,2016.0,July,31.0,25.0,1.0,2.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,B,B,1.0,No Deposit,9.0,,0.0,Transient-Party,97.54,0.0,0.0,Canceled,2016-06-09,Anthony Grant,Grant.Anthony@protonmail.com,406-547-1389,************9900,1.0539853604815383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5946222262536534
City Hotel,1.0,464.0,2017.0,July,30.0,25.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,229.0,,0.0,Transient,90.0,0.0,0.0,Canceled,2017-06-30,Dana Smith,Smith_Dana@xfinity.com,900-136-8161,************8836,-0.1360959917100457
City Hotel,1.0,88.0,2016.0,May,21.0,16.0,1.0,4.0,1.0,2.0,0.0,BB,NGA,Online TA,TA/TO,0.0,0.0,0.0,F,F,2.0,No Deposit,9.0,,0.0,Transient,187.85,0.0,1.0,No-Show,2016-05-16,Jacqueline Harrell,Jacqueline_H@outlook.com,946-183-9131,************8548,-0.3205486510912855
Resort Hotel,0.0,1.0,2015.0,August,31.0,1.0,1.0,1.0,2.0,0.0,0.0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,240.0,,0.0,Transient,162.5,0.0,1.0,Check-Out,2015-08-03,Jesse Harper,Jesse.H@mail.com,259-144-2087,************4649,-1.161751440673244
City Hotel,0.0,1.0,2016.0,May,23.0,30.0,1.0,0.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,119.0,0.0,1.0,Check-Out,2016-05-31,Terry Underwood,Terry_U@att.com,391-355-5906,************5511,0.4736556397959978
City Hotel,0.0,64.0,2016.0,May,21.0,17.0,0.0,2.0,1.0,0.0,0.0,BB,MAR,Corporate,TA/TO,0.0,0.0,0.0,A,F,0.0,No Deposit,,218.0,0.0,Transient-Party,130.0,0.0,0.0,Check-Out,2016-05-19,Lindsey Myers,LindseyMyers@yahoo.com,579-902-6791,************1296,-0.1772501959800629
Resort Hotel,0.0,89.0,2017.0,July,28.0,13.0,0.0,3.0,2.0,0.0,0.0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,242.0,,0.0,Transient,201.67,0.0,1.0,Check-Out,2017-07-16,Nicholas Johnson,Johnson_Nicholas@hotmail.com,922-682-8922,************9345,-1.0451432479739855
City Hotel,1.0,7.0,2016.0,March,10.0,2.0,0.0,3.0,3.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,133.0,0.0,0.0,Canceled,2016-02-24,Shari Hill,Shari.H@att.com,419-273-6976,************6412,0.3981622194556148
Resort Hotel,1.0,283.0,2015.0,October,42.0,12.0,2.0,5.0,1.0,0.0,0.0,HB,GBR,Groups,Direct,0.0,1.0,0.0,A,A,0.0,No Deposit,273.0,,0.0,Transient-Party,43.65,0.0,0.0,Canceled,2015-08-29,Randy Keller,RandyKeller@yandex.com,714-276-5418,************1619,-1.2857975346931825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.844738716491562
City Hotel,1.0,0.0,2016.0,April,18.0,28.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,94.0,,0.0,Transient-Party,45.0,0.0,2.0,Canceled,2016-04-28,Traci Collins,Traci_Collins12@yahoo.com,888-832-1991,************6590,-0.1113914251973729
City Hotel,0.0,169.0,2016.0,April,17.0,22.0,2.0,2.0,1.0,0.0,0.0,BB,RUS,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,2.0,,48.0,Transient-Party,63.5,0.0,0.0,Check-Out,2016-04-26,Kelly Olson,KellyOlson@verizon.com,404-398-7531,************7522,-0.9328123132743548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618722353950951
Resort Hotel,0.0,92.0,2016.0,April,18.0,29.0,2.0,6.0,2.0,0.0,0.0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,68.0,0.0,1.0,Check-Out,2016-05-07,Sean Taylor,Taylor_Sean@aol.com,417-380-3778,************2692,-0.9251565795355396
Resort Hotel,0.0,5.0,2017.0,May,20.0,15.0,1.0,1.0,3.0,0.0,0.0,BB,PRT,Direct,TA/TO,1.0,0.0,0.0,H,H,0.0,No Deposit,250.0,,0.0,Transient,144.5,1.0,1.0,Check-Out,2017-05-17,Duane Lewis,Duane_L@zoho.com,793-816-1767,************7572,-0.1055980097106317
City Hotel,0.0,55.0,2017.0,January,3.0,16.0,1.0,3.0,2.0,0.0,0.0,BB,ESP,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,138.0,,0.0,Transient,72.0,0.0,1.0,Check-Out,2017-01-20,Scott Powell,ScottPowell42@verizon.com,604-280-5513,************8233,1.3219512900442565
City Hotel,1.0,301.0,2016.0,November,47.0,18.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,20.0,,0.0,Transient,52.0,0.0,0.0,Canceled,2016-03-15,Sarah Moore,SMoore@outlook.com,220-618-6712,************5576,1.209176324297477
City Hotel,1.0,27.0,2016.0,March,11.0,10.0,2.0,5.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,77.2,0.0,2.0,Canceled,2016-02-13,Margaret Griffith,Margaret_Griffith@outlook.com,708-098-6690,************9043,0.2014121806856789
City Hotel,1.0,73.0,2016.0,April,15.0,3.0,2.0,1.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,76.5,0.0,0.0,Canceled,2016-01-22,David Rush,Rush.David95@aol.com,406-996-5057,************7791,-1.1205324085678945
City Hotel,1.0,223.0,2015.0,October,41.0,4.0,2.0,0.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,89.25,0.0,2.0,Canceled,2015-10-04,James Elliott,James.E@xfinity.com,999-170-5081,************9733,-0.9767671869504472
City Hotel,0.0,220.0,2016.0,September,40.0,29.0,0.0,1.0,3.0,0.0,0.0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,22.0,,0.0,Transient,105.4,0.0,2.0,Check-Out,2016-09-30,Andrea Jones,Andrea_Jones@protonmail.com,995-575-8012,************5350,0.4989072139165625
City Hotel,0.0,46.0,2015.0,August,34.0,17.0,1.0,1.0,2.0,0.0,0.0,BB,ESP,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,1.0,,0.0,Transient-Party,62.0,0.0,1.0,Check-Out,2015-08-19,Andrew Martinez,AndrewMartinez@protonmail.com,964-542-1874,************1776,-1.5874945984417466
